河北联通[A],#genre#
深圳卫视,http://61.55.228.101:4022/udp/239.253.92.86:8017
三沙卫视,http://61.55.228.101:4022/udp/239.253.94.32:6632
延边卫视,http://61.55.228.101:4022/udp/239.253.92.120:6649
CCTV4K,http://61.55.228.101:4022/udp/239.253.93.134:6631
CCTV4K,http://61.55.228.101:4022/udp/239.253.94.43:6468
北京卫视4K,http://61.55.228.101:4022/udp/239.253.94.41:6466
北京卫视4K,http://61.55.228.101:4022/udp/239.253.94.42:6467
东方卫视4K,http://61.55.228.101:4022/udp/239.253.93.43:6646
江苏卫视4K,http://61.55.228.101:4022/udp/239.253.93.39:6644
浙江卫视4K,http://61.55.228.101:4022/udp/239.253.93.41:6645
山东卫视4K,http://61.55.228.101:4022/udp/239.253.93.49:6648
湖南卫视4K,http://61.55.228.101:4022/udp/239.253.93.37:6643
广东卫视4K,http://61.55.228.101:4022/udp/239.253.94.56:6585
四川卫视4K,http://61.55.228.101:4022/udp/239.253.93.45:6647
深圳卫视4K,http://61.55.228.101:4022/udp/239.253.94.55:6584
欢笑剧场4K,http://61.55.228.101:4022/udp/239.253.94.44:6573
欢笑剧场4K,http://61.55.228.101:4022/udp/239.253.94.45:6574
九屏直播,http://61.55.228.101:4022/udp/239.253.92.203:6150
临时直播1,http://61.55.228.101:4022/udp/239.253.92.116:6029
临时直播2,http://61.55.228.101:4022/udp/239.253.92.21:6226
临时直播3,http://61.55.228.101:4022/udp/239.253.92.216:6227
临时直播4,http://61.55.228.101:4022/udp/239.253.92.219:6228
临时直播5,http://61.55.228.101:4022/udp/239.253.92.220:6229
测试专用,http://61.55.228.101:4022/udp/239.253.93.230:6570
河北卫视,http://61.55.228.101:4022/udp/239.253.92.154:6011
河北经济生活,http://61.55.228.101:4022/udp/239.253.92.171:6001
河北都市,http://61.55.228.101:4022/udp/239.253.92.172:6002
河北影视剧,http://61.55.228.101:4022/udp/239.253.92.173:6003
河北少儿科教,http://61.55.228.101:4022/udp/239.253.92.174:6004
河北文旅公共,http://61.55.228.101:4022/udp/239.253.92.175:6005
河北三佳购物,http://61.55.228.101:4022/udp/239.253.92.24:8130
河北农民,http://61.55.228.101:4022/udp/239.253.92.176:6006
河北文旅慢直播,http://61.55.228.101:4022/udp/239.253.94.1:6600
河北杂技,http://61.55.228.101:4022/udp/239.253.93.170:6338
睛彩河北,http://61.55.228.101:4022/udp/239.253.92.104:6221
石家庄新闻综合,http://61.55.228.101:4022/udp/239.253.92.149:6035
石家庄文化娱乐,http://61.55.228.101:4022/udp/239.253.92.93:8120
石家庄城市服务,http://61.55.228.101:4022/udp/239.253.92.94:8121
沧州新闻综合,http://61.55.228.101:4022/udp/239.253.92.121:6015
沧州公共,http://61.55.228.101:4022/udp/239.253.92.122:6016
沧州影视娱乐,http://61.55.228.101:4022/udp/239.253.92.123:6017
秦皇岛-1,http://61.55.228.101:4022/udp/239.253.92.52:6021
秦皇岛-2,http://61.55.228.101:4022/udp/239.253.92.53:6022
唐山新闻综合,http://61.55.228.101:4022/udp/239.253.92.245:6089
唐山生活服务,http://61.55.228.101:4022/udp/239.253.92.126:6026
唐山影视,http://61.55.228.101:4022/udp/239.253.92.127:6027
唐山公共,http://61.55.228.101:4022/udp/239.253.92.128:6028
廊坊新闻综合,http://61.55.228.101:4022/udp/239.253.92.164:6036
廊坊生活,http://61.55.228.101:4022/udp/239.253.92.166:6037
保定新闻综合,http://61.55.228.101:4022/udp/239.253.93.2:6153
保定公共,http://61.55.228.101:4022/udp/239.253.93.4:6157
保定生活健康,http://61.55.228.101:4022/udp/239.253.93.5:6158
衡水新闻综合,http://61.55.228.101:4022/udp/239.253.93.3:6154
衡水经济科教,http://61.55.228.101:4022/udp/239.253.93.7:6160
邢台综合,http://61.55.228.101:4022/udp/239.253.93.8:6161
邢台城市生活,http://61.55.228.101:4022/udp/239.253.93.10:6163
邯郸新闻综合,http://61.55.228.101:4022/udp/239.253.93.11:6164
邯郸公共,http://61.55.228.101:4022/udp/239.253.93.12:6165
邯郸科技教育,http://61.55.228.101:4022/udp/239.253.93.13:6166
承德新闻综合,http://61.55.228.101:4022/udp/239.253.92.222:8112
承德旅游文化,http://61.55.228.101:4022/udp/239.253.92.223:8113
张家口-1,http://61.55.228.101:4022/udp/239.253.92.225:8115
张家口-2,http://61.55.228.101:4022/udp/239.253.92.226:8116
晋州综合,http://61.55.228.101:4022/udp/239.253.93.156:6324
新乐综合,http://61.55.228.101:4022/udp/239.253.94.40:6638
深泽综合,http://61.55.228.101:4022/udp/239.253.94.31:6630
元氏电视,http://61.55.228.101:4022/udp/239.253.92.142:6040
高邑融媒,http://61.55.228.101:4022/udp/239.253.92.160:6041
赵县电视,http://61.55.228.101:4022/udp/239.253.93.140:6308
井陉综合,http://61.55.228.101:4022/udp/239.253.93.205:6383
矿区电视,http://61.55.228.101:4022/udp/239.253.92.215:6067
沧县电视,http://61.55.228.101:4022/udp/239.253.94.34:6634
黄骅电视,http://61.55.228.101:4022/udp/239.253.92.183:6047
吴桥综合,http://61.55.228.101:4022/udp/239.253.93.169:6337
玉田综合,http://61.55.228.101:4022/udp/239.253.92.118:6133
遵化综合,http://61.55.228.101:4022/udp/239.253.93.177:6345
滦南综合,http://61.55.228.101:4022/udp/239.253.92.218:6100
唐钢电视,http://61.55.228.101:4022/udp/239.253.93.238:6445
三河综合,http://61.55.228.101:4022/udp/239.253.93.143:6311
大厂融媒,http://61.55.228.101:4022/udp/239.253.92.253:6244
永清电视,http://61.55.228.101:4022/udp/239.253.93.172:6340
阜平电视,http://61.55.228.101:4022/udp/239.253.93.16:6169
涞水综合,http://61.55.228.101:4022/udp/239.253.93.17:6170
徐水电视,http://61.55.228.101:4022/udp/239.253.93.182:6350
涞源综合,http://61.55.228.101:4022/udp/239.253.93.22:6175
高碑店综合,http://61.55.228.101:4022/udp/239.253.93.23:6176
涿州电视,http://61.55.228.101:4022/udp/239.253.93.27:6180
唐县综合,http://61.55.228.101:4022/udp/239.253.93.30:6183
曲阳电视,http://61.55.228.101:4022/udp/239.253.93.31:6184
定州新闻综合,http://61.55.228.101:4022/udp/239.253.93.95:6260
雄县电视,http://61.55.228.101:4022/udp/239.253.93.103:6269
景县综合,http://61.55.228.101:4022/udp/239.253.93.38:6191
饶阳电视,http://61.55.228.101:4022/udp/239.253.93.40:6193
深州综合,http://61.55.228.101:4022/udp/239.253.93.42:6195
故城电视,http://61.55.228.101:4022/udp/239.253.93.161:6329
枣强综合,http://61.55.228.101:4022/udp/239.253.93.166:6334
清河电视,http://61.55.228.101:4022/udp/239.253.93.44:6197
安平综合,http://61.55.228.101:4022/udp/239.253.93.36:6189
临城新闻,http://61.55.228.101:4022/udp/239.253.93.167:6335
南宫电视,http://61.55.228.101:4022/udp/239.253.93.48:6201
柏乡综合,http://61.55.228.101:4022/udp/239.253.93.171:6339
鸡泽新闻综合,http://61.55.228.101:4022/udp/239.253.93.64:6219
临西综合,http://61.55.228.101:4022/udp/239.253.94.29:6628
成安综合,http://61.55.228.101:4022/udp/239.253.93.178:6346
魏县新闻综合,http://61.55.228.101:4022/udp/239.253.93.185:6353
武安新闻综合,http://61.55.228.101:4022/udp/239.253.93.62:6215
临漳电视,http://61.55.228.101:4022/udp/239.253.93.84:6250
涉县新闻综合,http://61.55.228.101:4022/udp/239.253.93.106:6273
承德县电视,http://61.55.228.101:4022/udp/239.253.94.28:6627
平泉综合,http://61.55.228.101:4022/udp/239.253.92.156:6012
隆化综合,http://61.55.228.101:4022/udp/239.253.93.174:6342
围场综合,http://61.55.228.101:4022/udp/239.253.92.101:6080
丰宁综合,http://61.55.228.101:4022/udp/239.253.93.210:6388
崇礼融媒,http://61.55.228.101:4022/udp/239.253.93.147:6315
兴隆综合,http://61.55.228.101:4022/udp/239.253.93.104:6271
沽源综合,http://61.55.228.101:4022/udp/239.253.94.39:6637
尚义电视,http://61.55.228.101:4022/udp/239.253.93.163:6331
张北电视,http://61.55.228.101:4022/udp/239.253.92.102:6092
赞皇电视,http://61.55.228.101:4022/udp/239.253.92.12:6042
栾城电视,http://61.55.228.101:4022/udp/239.253.92.187:6051
孟村综合,http://61.55.228.101:4022/udp/239.253.92.243:6087
东光综合,http://61.55.228.101:4022/udp/239.253.93.96:6262
青县电视,http://61.55.228.101:4022/udp/239.253.93.139:6307
南皮综合,http://61.55.228.101:4022/udp/239.253.93.149:6317
盐山综合,http://61.55.228.101:4022/udp/239.253.93.144:6312
肃宁电视,http://61.55.228.101:4022/udp/239.253.93.152:6320
昌黎电视,http://61.55.228.101:4022/udp/239.253.92.109:6217
抚宁电视,http://61.55.228.101:4022/udp/239.253.93.201:6379
卢龙电视,http://61.55.228.101:4022/udp/239.253.93.206:6384
丰南电视,http://61.55.228.101:4022/udp/239.253.92.231:6070
迁西综合,http://61.55.228.101:4022/udp/239.253.92.247:6091
迁安综合,http://61.55.228.101:4022/udp/239.253.93.113:6280
滦州综合,http://61.55.228.101:4022/udp/239.253.92.97:6138
乐亭融媒,http://61.55.228.101:4022/udp/239.253.93.250:6290
丰润新闻综合,http://61.55.228.101:4022/udp/239.253.92.252:6156
香河综合,http://61.55.228.101:4022/udp/239.253.92.185:6049
霸州新闻,http://61.55.228.101:4022/udp/239.253.93.209:6387
大城电视,http://61.55.228.101:4022/udp/239.253.92.230:6068
清苑新闻,http://61.55.228.101:4022/udp/239.253.93.24:6177
定兴电视,http://61.55.228.101:4022/udp/239.253.93.14:6167
满城新闻,http://61.55.228.101:4022/udp/239.253.93.19:6172
望都电视,http://61.55.228.101:4022/udp/239.253.93.32:6185
高阳新闻,http://61.55.228.101:4022/udp/239.253.93.105:6272
安新综合,http://61.55.228.101:4022/udp/239.253.93.107:6274
容城电视,http://61.55.228.101:4022/udp/239.253.93.110:6277
顺平电视,http://61.55.228.101:4022/udp/239.253.93.148:6316
冀州综合,http://61.55.228.101:4022/udp/239.253.94.36:6571
武强融媒综合,http://61.55.228.101:4022/udp/239.253.93.79:6245
阜城综合,http://61.55.228.101:4022/udp/239.253.93.168:6336
涿鹿综合,http://61.55.228.101:4022/udp/239.253.93.181:6349
广宗电视,http://61.55.228.101:4022/udp/239.253.93.50:6203
宁晋电视,http://61.55.228.101:4022/udp/239.253.93.51:6204
威县综合,http://61.55.228.101:4022/udp/239.253.93.118:6466
平乡综合,http://61.55.228.101:4022/udp/239.253.93.53:6206
隆尧电视,http://61.55.228.101:4022/udp/239.253.93.65:6230
广平电视,http://61.55.228.101:4022/udp/239.253.93.66:6231
南和综合,http://61.55.228.101:4022/udp/239.253.93.80:6246
邯山综合,http://61.55.228.101:4022/udp/239.253.93.146:6314
大名新闻综合,http://61.55.228.101:4022/udp/239.253.93.186:6354
馆陶综合,http://61.55.228.101:4022/udp/239.253.93.115:6282
宽城综合,http://61.55.228.101:4022/udp/239.253.93.117:6019
滦平新闻,http://61.55.228.101:4022/udp/239.253.92.100:6142
双滦新闻,http://61.55.228.101:4022/udp/239.253.92.147:6224
赤城电视,http://61.55.228.101:4022/udp/239.253.93.160:6328
康保电视,http://61.55.228.101:4022/udp/239.253.93.165:6333
第一剧场,http://61.55.228.101:4022/udp/239.253.93.138:6428
第一剧场,http://61.55.228.101:4022/udp/239.253.92.18:6079
风云剧场,http://61.55.228.101:4022/udp/239.253.93.251:6429
风云剧场,http://61.55.228.101:4022/udp/239.253.92.22:6073
风云音乐,http://61.55.228.101:4022/udp/239.253.93.253:6431
风云音乐,http://61.55.228.101:4022/udp/239.253.92.111:8060
风云足球,http://61.55.228.101:4022/udp/239.253.93.254:6432
风云足球,http://61.55.228.101:4022/udp/239.253.92.110:8061
世界地理,http://61.55.228.101:4022/udp/239.253.92.131:6113
世界地理,http://61.55.228.101:4022/udp/239.253.92.113:8066
女性时尚,http://61.55.228.101:4022/udp/239.253.92.144:6114
女性时尚,http://61.55.228.101:4022/udp/239.253.92.249:6103
文化精品,http://61.55.228.101:4022/udp/239.253.93.175:6439
文化精品,http://61.55.228.101:4022/udp/239.253.92.25:6104
怀旧剧场,http://61.55.228.101:4022/udp/239.253.93.252:6430
怀旧剧场,http://61.55.228.101:4022/udp/239.253.92.98:6120
央视台球,http://61.55.228.101:4022/udp/239.253.93.231:6409
高尔夫网球,http://61.55.228.101:4022/udp/239.253.93.122:6465
高尔夫网球,http://61.55.228.101:4022/udp/239.253.92.117:8062
兵器科技,http://61.55.228.101:4022/udp/239.253.93.47:6435
兵器科技,http://61.55.228.101:4022/udp/239.253.92.119:8065
卫生健康,http://61.55.228.101:4022/udp/239.253.94.38:6636
电视指南,http://61.55.228.101:4022/udp/239.253.93.249:6427
电视指南,http://61.55.228.101:4022/udp/239.253.92.17:6078
老故事,http://61.55.228.101:4022/udp/239.253.92.132:8068
中学生,http://61.55.228.101:4022/udp/239.253.92.27:6106
发现之旅,http://61.55.228.101:4022/udp/239.253.94.30:6629
CETV1,http://61.55.228.101:4022/udp/239.253.92.211:6069
CETV2,http://61.55.228.101:4022/udp/239.253.92.108:6136
CETV早期教育,http://61.55.228.101:4022/udp/239.253.93.164:6440
CETV早期教育,http://61.55.228.101:4022/udp/239.253.92.39:6107
CETV4,http://61.55.228.101:4022/udp/239.253.92.200:6137
山东教育卫视,http://61.55.228.101:4022/udp/239.253.92.106:6135
中国交通,http://61.55.228.101:4022/udp/239.253.93.189:6357
CGTN,http://61.55.228.101:4022/udp/239.253.92.15:8011
CGTN英文记录,http://61.55.228.101:4022/udp/239.253.93.195:6373
CGTN阿拉伯语,http://61.55.228.101:4022/udp/239.253.93.198:6376
CGTN俄语,http://61.55.228.101:4022/udp/239.253.93.199:6377
CGTN法语,http://61.55.228.101:4022/udp/239.253.93.197:6375
CGTN西班牙语,http://61.55.228.101:4022/udp/239.253.93.196:6374
都市剧场,http://61.55.228.101:4022/udp/239.253.94.46:6575
卡酷少儿,http://61.55.228.101:4022/udp/239.253.92.162:8054
金鹰纪实,http://61.55.228.101:4022/udp/239.253.92.103:6054
金鹰纪实,http://61.55.228.101:4022/udp/239.253.93.92:6258
快乐垂钓,http://61.55.228.101:4022/udp/239.253.93.213:6391
金鹰卡通,http://61.55.228.101:4022/udp/239.253.92.163:8055
嘉佳卡通,http://61.55.228.101:4022/udp/239.253.93.203:6381
优漫卡通,http://61.55.228.101:4022/udp/239.253.93.204:6382
动漫秀场,http://61.55.228.101:4022/udp/239.253.94.50:6579
天元围棋,http://61.55.228.101:4022/udp/239.253.93.211:6389
梨园,http://61.55.228.101:4022/udp/239.253.93.133:6441
梨园,http://61.55.228.101:4022/udp/239.253.92.152:8086
陶瓷,http://61.55.228.101:4022/udp/239.253.92.221:6152
陶瓷,http://61.55.228.101:4022/udp/239.253.93.237:6415
武术世界,http://61.55.228.101:4022/udp/239.253.93.46:6434
武术世界,http://61.55.228.101:4022/udp/239.253.92.141:8064
文物宝库,http://61.55.228.101:4022/udp/239.253.93.180:6437
文物宝库,http://61.55.228.101:4022/udp/239.253.92.159:8070
环球奇观,http://61.55.228.101:4022/udp/239.253.92.130:8069
法治天地,http://61.55.228.101:4022/udp/239.253.94.53:6582
金色学堂,http://61.55.228.101:4022/udp/239.253.94.52:6581
国学,http://61.55.228.101:4022/udp/239.253.92.158:8071
书画,http://61.55.228.101:4022/udp/239.253.93.214:6392
汽摩,http://61.55.228.101:4022/udp/239.253.92.46:6110
乐游,http://61.55.228.101:4022/udp/239.253.94.48:6577
中华特产,http://61.55.228.101:4022/udp/239.253.93.242:6420
四海钓鱼,http://61.55.228.101:4022/udp/239.253.93.243:6421
生活时尚,http://61.55.228.101:4022/udp/239.253.94.49:6578
东方财经,http://61.55.228.101:4022/udp/239.253.94.47:6576
游戏风云,http://61.55.228.101:4022/udp/239.253.94.51:6580
羽毛球专区,http://61.55.228.101:4022/udp/239.253.93.202:6380
家有购物,http://61.55.228.101:4022/udp/239.253.93.99:6265
优购物精选,http://61.55.228.101:4022/udp/239.253.94.37:6572
优购物,http://61.55.228.101:4022/udp/239.253.93.97:6263
聚鲨环球精选,http://61.55.228.101:4022/udp/239.253.93.100:6266
央广购物,http://61.55.228.101:4022/udp/239.253.93.191:6369
中视购物,http://61.55.228.101:4022/udp/239.253.94.54:6583
美丽河北,http://61.55.228.101:4022/udp/239.253.94.2:6601
美丽河北,http://61.55.228.101:4022/udp/239.253.94.3:6602
美丽河北,http://61.55.228.101:4022/udp/239.253.94.4:6603
美丽河北,http://61.55.228.101:4022/udp/239.253.94.5:6604
美丽河北,http://61.55.228.101:4022/udp/239.253.94.6:6605
美丽河北,http://61.55.228.101:4022/udp/239.253.94.7:6606
美丽河北,http://61.55.228.101:4022/udp/239.253.94.8:6607
美丽河北,http://61.55.228.101:4022/udp/239.253.94.9:6608
美丽河北,http://61.55.228.101:4022/udp/239.253.94.10:6609
美丽河北,http://61.55.228.101:4022/udp/239.253.94.11:6610
美丽河北,http://61.55.228.101:4022/udp/239.253.94.12:6611
美丽河北,http://61.55.228.101:4022/udp/239.253.94.13:6612
美丽河北,http://61.55.228.101:4022/udp/239.253.94.14:6613
美丽河北,http://61.55.228.101:4022/udp/239.253.94.15:6614
美丽河北,http://61.55.228.101:4022/udp/239.253.94.16:6615
美丽河北,http://61.55.228.101:4022/udp/239.253.94.17:6616
美丽河北,http://61.55.228.101:4022/udp/239.253.94.18:6617
美丽河北,http://61.55.228.101:4022/udp/239.253.94.19:6618
美丽河北,http://61.55.228.101:4022/udp/239.253.94.20:6619
美丽河北,http://61.55.228.101:4022/udp/239.253.94.21:6620
美丽河北,http://61.55.228.101:4022/udp/239.253.94.22:6621
美丽河北,http://61.55.228.101:4022/udp/239.253.94.23:6622
美丽河北,http://61.55.228.101:4022/udp/239.253.94.24:6623
美丽河北,http://61.55.228.101:4022/udp/239.253.94.25:6624
美丽河北,http://61.55.228.101:4022/udp/239.253.94.26:6625
凤凰中文,http://61.55.228.101:4022/udp/239.253.93.82:6248
凤凰资讯,http://61.55.228.101:4022/udp/239.253.93.83:6249
凤凰电影,http://61.55.228.101:4022/udp/239.253.93.81:6247

# 更新时间: 2026-04-16 21:21:54
