新疆电信[A],#genre#
茶频道,http://124.88.73.78:8901/udp/238.125.5.101:5140
察布查尔2,http://124.88.73.78:8901/udp/238.125.3.52:5140
昌吉市HD,http://124.88.73.78:8901/udp/238.125.3.27:5140
昌吉市HD,http://124.88.73.78:8901/udp/238.125.7.27:5140
昌吉综合,http://124.88.73.78:8901/udp/238.125.4.145:5140
车迷频道,http://124.88.73.78:8901/udp/238.125.2.169:5140
车迷频道,http://124.88.73.78:8901/udp/238.125.4.80:5140
党员远程教育HD,http://124.88.73.78:8901/udp/238.125.4.144:5140
第十四师昆玉市,http://124.88.73.78:8901/udp/238.125.3.105:5140
第一财经,http://124.88.73.78:8901/udp/238.125.1.59:5140
第一财经,http://124.88.73.78:8901/udp/238.125.5.59:5140
东方财经,http://124.88.73.78:8901/udp/238.125.2.147:5140
东方财经,http://124.88.73.78:8901/udp/238.125.4.54:5140
东方高清,http://124.88.73.78:8901/udp/238.125.1.5:5140
东方高清,http://124.88.73.78:8901/udp/238.125.5.5:5140
东方购物3越剧HD,http://124.88.73.78:8901/udp/238.125.2.146:5140
东方购物3越剧HD,http://124.88.73.78:8901/udp/238.125.5.123:5140
东方卫视,http://124.88.73.78:8901/udp/238.125.4.14:5140
东南高清,http://124.88.73.78:8901/udp/238.125.1.49:5140
东南高清,http://124.88.73.78:8901/udp/238.125.5.49:5140
东南卫视,http://124.88.73.78:8901/udp/238.125.4.26:5140
冬奥纪实HD,http://124.88.73.78:8901/udp/238.125.3.121:5140
动漫秀场,http://124.88.73.78:8901/udp/238.125.1.33:5140
动漫秀场,http://124.88.73.78:8901/udp/238.125.4.50:5140
动漫秀场,http://124.88.73.78:8901/udp/238.125.5.33:5140
都市剧场,http://124.88.73.78:8901/udp/238.125.1.60:5140
都市剧场,http://124.88.73.78:8901/udp/238.125.4.48:5140
都市剧场,http://124.88.73.78:8901/udp/238.125.5.60:5140
额敏1,http://124.88.73.78:8901/udp/238.125.2.193:5140
二师1,http://124.88.73.78:8901/udp/238.125.3.111:5140
法治天地,http://124.88.73.78:8901/udp/238.125.2.201:5140
法治天地,http://124.88.73.78:8901/udp/238.125.4.53:5140
法治天地,http://124.88.73.78:8901/udp/238.125.5.116:5140
福海1HD,http://124.88.73.78:8901/udp/238.125.2.167:5140
福海1HD,http://124.88.73.78:8901/udp/238.125.7.222:5140
福海2HD,http://124.88.73.78:8901/udp/238.125.2.166:5140
福海2HD,http://124.88.73.78:8901/udp/238.125.7.223:5140
阜康1,http://124.88.73.78:8901/udp/238.125.3.51:5140
富蕴哈语,http://124.88.73.78:8901/udp/238.125.3.137:5140
富蕴哈语,http://124.88.73.78:8901/udp/238.125.7.137:5140
富蕴汉语,http://124.88.73.78:8901/udp/238.125.3.136:5140
富蕴汉语,http://124.88.73.78:8901/udp/238.125.7.136:5140
伽师1,http://124.88.73.78:8901/udp/238.125.3.141:5140
伽师2,http://124.88.73.78:8901/udp/238.125.3.142:5140
甘肃卫视,http://124.88.73.78:8901/udp/238.125.4.45:5140
高昌电视台,http://124.88.73.78:8901/udp/238.125.7.22:5140
高昌汉语,http://124.88.73.78:8901/udp/238.125.3.22:5140
高昌维语,http://124.88.73.78:8901/udp/238.125.3.21:5140
高昌维语,http://124.88.73.78:8901/udp/238.125.7.21:5140
巩留1HD,http://124.88.73.78:8901/udp/238.125.4.194:5140
巩留1HD,http://124.88.73.78:8901/udp/238.125.4.195:5140
广东高清,http://124.88.73.78:8901/udp/238.125.1.12:5140
广东高清,http://124.88.73.78:8901/udp/238.125.5.12:5140
广东卫视,http://124.88.73.78:8901/udp/238.125.4.25:5140
广西高清,http://124.88.73.78:8901/udp/238.125.2.218:5140
广西高清,http://124.88.73.78:8901/udp/238.125.5.105:5140
广西卫视,http://124.88.73.78:8901/udp/238.125.4.20:5140
贵州高清,http://124.88.73.78:8901/udp/238.125.1.65:5140
贵州高清,http://124.88.73.78:8901/udp/238.125.5.65:5140
贵州卫视,http://124.88.73.78:8901/udp/238.125.4.34:5140
哈巴河1HD,http://124.88.73.78:8901/udp/238.125.2.188:5140
哈巴河2HD,http://124.88.73.78:8901/udp/238.125.2.187:5140
哈哈炫动,http://124.88.73.78:8901/udp/238.125.2.217:5140
哈哈炫动,http://124.88.73.78:8901/udp/238.125.5.106:5140
哈密1,http://124.88.73.78:8901/udp/238.125.3.81:5140
哈密2（维语）,http://124.88.73.78:8901/udp/238.125.3.82:5140
哈密3,http://124.88.73.78:8901/udp/238.125.3.83:5140
哈密巴里坤1HD,http://124.88.73.78:8901/udp/238.125.2.180:5140
哈密巴里坤1HD,http://124.88.73.78:8901/udp/238.125.7.220:5140
哈密巴里坤2HD,http://124.88.73.78:8901/udp/238.125.2.179:5140
哈密巴里坤2HD,http://124.88.73.78:8901/udp/238.125.7.221:5140
海南高清,http://124.88.73.78:8901/udp/238.125.1.68:5140
海南高清,http://124.88.73.78:8901/udp/238.125.5.68:5140
海南卫视,http://124.88.73.78:8901/udp/238.125.4.19:5140
好享购物,http://124.88.73.78:8901/udp/238.125.3.158:5140
好享购物,http://124.88.73.78:8901/udp/238.125.5.75:5140
和丰1,http://124.88.73.78:8901/udp/238.125.2.192:5140
和静1,http://124.88.73.78:8901/udp/238.125.3.149:5140
和静1,http://124.88.73.78:8901/udp/238.125.7.119:5140
和美乡途轮播台,http://124.88.73.78:8901/udp/238.125.4.228:5140
和硕,http://124.88.73.78:8901/udp/238.125.3.188:5140
和田汉语,http://124.88.73.78:8901/udp/238.125.3.35:5140
和田汉语,http://124.88.73.78:8901/udp/238.125.7.35:5140
和田洛浦1HD,http://124.88.73.78:8901/udp/238.125.2.182:5140
和田洛浦1HD,http://124.88.73.78:8901/udp/238.125.7.218:5140
和田维语,http://124.88.73.78:8901/udp/238.125.3.34:5140
和田维语,http://124.88.73.78:8901/udp/238.125.7.34:5140
河北高清,http://124.88.73.78:8901/udp/238.125.1.64:5140
河北高清,http://124.88.73.78:8901/udp/238.125.5.64:5140
河北卫视,http://124.88.73.78:8901/udp/238.125.4.136:5140
河南高清,http://124.88.73.78:8901/udp/238.125.3.171:5140
河南高清,http://124.88.73.78:8901/udp/238.125.6.171:5140
河南卫视,http://124.88.73.78:8901/udp/238.125.4.29:5140
黑龙江高清,http://124.88.73.78:8901/udp/238.125.1.8:5140
黑龙江高清,http://124.88.73.78:8901/udp/238.125.5.8:5140
黑龙江卫视,http://124.88.73.78:8901/udp/238.125.4.41:5140
呼图壁1HD,http://124.88.73.78:8901/udp/238.125.3.91:5140
湖北高清,http://124.88.73.78:8901/udp/238.125.1.10:5140
湖北高清,http://124.88.73.78:8901/udp/238.125.5.10:5140
湖北卫视,http://124.88.73.78:8901/udp/238.125.4.32:5140
湖南茶HD,http://124.88.73.78:8901/udp/238.125.2.238:5140
湖南高清,http://124.88.73.78:8901/udp/238.125.1.4:5140
湖南高清,http://124.88.73.78:8901/udp/238.125.1.63:5140
湖南高清,http://124.88.73.78:8901/udp/238.125.5.4:5140
湖南快乐购,http://124.88.73.78:8901/udp/238.125.3.140:5140
湖南快乐购,http://124.88.73.78:8901/udp/238.125.7.140:5140
湖南卫视,http://124.88.73.78:8901/udp/238.125.4.15:5140
欢笑剧场,http://124.88.73.78:8901/udp/238.125.1.61:5140
欢笑剧场,http://124.88.73.78:8901/udp/238.125.2.159:5140
欢笑剧场,http://124.88.73.78:8901/udp/238.125.5.122:5140
欢笑剧场,http://124.88.73.78:8901/udp/238.125.5.61:5140
环球旅游,http://124.88.73.78:8901/udp/238.125.2.176:5140
环球旅游,http://124.88.73.78:8901/udp/238.125.4.73:5140
霍城1HD,http://124.88.73.78:8901/udp/238.125.3.7:5140
霍城1HD,http://124.88.73.78:8901/udp/238.125.7.7:5140
霍城2HD(维语),http://124.88.73.78:8901/udp/238.125.3.6:5140
霍城2HD(维语),http://124.88.73.78:8901/udp/238.125.7.6:5140
霍尔果斯1HD,http://124.88.73.78:8901/udp/238.125.3.238:5140
霍尔果斯1HD,http://124.88.73.78:8901/udp/238.125.7.180:5140
吉林高清,http://124.88.73.78:8901/udp/238.125.3.103:5140
吉林高清,http://124.88.73.78:8901/udp/238.125.7.103:5140
吉林卫视,http://124.88.73.78:8901/udp/238.125.4.40:5140
吉木乃哈语,http://124.88.73.78:8901/udp/238.125.3.48:5140
吉木乃哈语,http://124.88.73.78:8901/udp/238.125.7.48:5140
吉木乃汉语,http://124.88.73.78:8901/udp/238.125.3.46:5140
吉木乃汉语,http://124.88.73.78:8901/udp/238.125.7.46:5140
吉木萨尔,http://124.88.73.78:8901/udp/238.125.3.28:5140
吉木萨尔,http://124.88.73.78:8901/udp/238.125.7.28:5140
家庭理财,http://124.88.73.78:8901/udp/238.125.2.195:5140
嘉佳卡通,http://124.88.73.78:8901/udp/238.125.4.82:5140
江苏高清,http://124.88.73.78:8901/udp/238.125.1.6:5140
江苏高清,http://124.88.73.78:8901/udp/238.125.5.6:5140
江苏卫视,http://124.88.73.78:8901/udp/238.125.3.168:5140
江苏卫视,http://124.88.73.78:8901/udp/238.125.3.169:5140
江苏卫视,http://124.88.73.78:8901/udp/238.125.3.170:5140
江苏休闲体育,http://124.88.73.78:8901/udp/238.125.4.17:5140
江西高清,http://124.88.73.78:8901/udp/238.125.3.106:5140
江西高清,http://124.88.73.78:8901/udp/238.125.7.106:5140
江西卫视,http://124.88.73.78:8901/udp/238.125.4.31:5140
金色,http://124.88.73.78:8901/udp/238.125.2.202:5140
金色,http://124.88.73.78:8901/udp/238.125.4.47:5140
金色,http://124.88.73.78:8901/udp/238.125.5.115:5140
金鹰纪实,http://124.88.73.78:8901/udp/238.125.3.122:5140
金鹰纪实,http://124.88.73.78:8901/udp/238.125.5.71:5140
金鹰卡通,http://124.88.73.78:8901/udp/238.125.2.235:5140
金鹰卡通,http://124.88.73.78:8901/udp/238.125.4.38:5140
金鹰卡通,http://124.88.73.78:8901/udp/238.125.5.104:5140
精彩影视,http://124.88.73.78:8901/udp/238.125.2.196:5140
精彩影视,http://124.88.73.78:8901/udp/238.125.5.110:5140
精河1,http://124.88.73.78:8901/udp/238.125.3.126:5140
九屏测试1,http://124.88.73.78:8901/udp/238.125.3.159:5140
九屏测试1,http://124.88.73.78:8901/udp/238.125.5.82:5140
九屏测试2,http://124.88.73.78:8901/udp/238.125.3.160:5140
九屏测试2,http://124.88.73.78:8901/udp/238.125.5.83:5140
九屏测试3,http://124.88.73.78:8901/udp/238.125.3.161:5140
九屏测试3,http://124.88.73.78:8901/udp/238.125.5.84:5140
九屏测试4,http://124.88.73.78:8901/udp/238.125.3.162:5140
九屏测试4,http://124.88.73.78:8901/udp/238.125.5.85:5140
九屏测试5,http://124.88.73.78:8901/udp/238.125.3.243:5140
九屏测试5,http://124.88.73.78:8901/udp/238.125.5.97:5140
九屏测试6,http://124.88.73.78:8901/udp/238.125.3.244:5140
九屏测试6,http://124.88.73.78:8901/udp/238.125.5.98:5140
九屏测试7,http://124.88.73.78:8901/udp/238.125.3.245:5140
九屏测试7,http://124.88.73.78:8901/udp/238.125.5.99:5140
聚鲨环球精选,http://124.88.73.78:8901/udp/238.125.4.143:5140
喀什1,http://124.88.73.78:8901/udp/238.125.3.214:5140
喀什2,http://124.88.73.78:8901/udp/238.125.3.215:5140
喀什3,http://124.88.73.78:8901/udp/238.125.3.216:5140
卡酷卡通HD,http://124.88.73.78:8901/udp/238.125.5.107:5140
卡酷少儿,http://124.88.73.78:8901/udp/238.125.4.226:5140
可克达拉HD,http://124.88.73.78:8901/udp/238.125.2.158:5140
可克达拉HD,http://124.88.73.78:8901/udp/238.125.7.164:5140
克拉玛依1,http://124.88.73.78:8901/udp/238.125.4.247:5140
克拉玛依2（汉维双语）,http://124.88.73.78:8901/udp/238.125.4.248:5140
克拉玛依3,http://124.88.73.78:8901/udp/238.125.4.249:5140
克拉玛依4,http://124.88.73.78:8901/udp/238.125.4.250:5140
克拉玛依5,http://124.88.73.78:8901/udp/238.125.4.251:5140
克州1HD,http://124.88.73.78:8901/udp/238.125.4.240:5140
克州2HD（克尔克孜语）,http://124.88.73.78:8901/udp/238.125.4.241:5140
克州3HD（维语）,http://124.88.73.78:8901/udp/238.125.4.242:5140
库车1,http://124.88.73.78:8901/udp/238.125.3.117:5140
库车2,http://124.88.73.78:8901/udp/238.125.3.118:5140
库尔勒1,http://124.88.73.78:8901/udp/238.125.3.138:5140
库尔勒2（维语）,http://124.88.73.78:8901/udp/238.125.3.139:5140
快乐垂钓,http://124.88.73.78:8901/udp/238.125.2.236:5140
快乐垂钓,http://124.88.73.78:8901/udp/238.125.5.103:5140
奎屯1HD,http://124.88.73.78:8901/udp/238.125.3.248:5140
奎屯1HD,http://124.88.73.78:8901/udp/238.125.7.185:5140
奎屯3HD（哈语）,http://124.88.73.78:8901/udp/238.125.3.250:5140
奎屯3HD（哈语）,http://124.88.73.78:8901/udp/238.125.7.187:5140
梨园频道,http://124.88.73.78:8901/udp/238.125.2.221:5140
梨园频道,http://124.88.73.78:8901/udp/238.125.4.103:5140
辽宁高清,http://124.88.73.78:8901/udp/238.125.1.15:5140
辽宁高清,http://124.88.73.78:8901/udp/238.125.5.15:5140
辽宁体育休闲,http://124.88.73.78:8901/udp/238.125.4.23:5140
洛浦2HD,http://124.88.73.78:8901/udp/238.125.2.181:5140
洛浦2HD,http://124.88.73.78:8901/udp/238.125.7.219:5140
玛纳斯1HD,http://124.88.73.78:8901/udp/238.125.3.114:5140
麦盖提1,http://124.88.73.78:8901/udp/238.125.3.192:5140
麦盖提1,http://124.88.73.78:8901/udp/238.125.7.160:5140
麦盖提2,http://124.88.73.78:8901/udp/238.125.3.193:5140
麦盖提2,http://124.88.73.78:8901/udp/238.125.7.161:5140
魅力足球,http://124.88.73.78:8901/udp/238.125.2.142:5140
魅力足球,http://124.88.73.78:8901/udp/238.125.5.124:5140
米东1,http://124.88.73.78:8901/udp/238.125.2.207:5140
木垒1,http://124.88.73.78:8901/udp/238.125.3.87:5140
内蒙古蒙语,http://124.88.73.78:8901/udp/238.125.3.93:5140
内蒙古蒙语,http://124.88.73.78:8901/udp/238.125.7.93:5140
内蒙古卫视,http://124.88.73.78:8901/udp/238.125.4.44:5140
尼勒克1,http://124.88.73.78:8901/udp/238.125.3.223:5140
尼勒克1,http://124.88.73.78:8901/udp/238.125.7.169:5140
尼勒克2,http://124.88.73.78:8901/udp/238.125.3.224:5140
尼勒克2,http://124.88.73.78:8901/udp/238.125.7.170:5140
宁夏卫视,http://124.88.73.78:8901/udp/238.125.4.46:5140
农7师,http://124.88.73.78:8901/udp/238.125.2.160:5140
农7师,http://124.88.73.78:8901/udp/238.125.7.228:5140
农林卫视,http://124.88.73.78:8901/udp/238.125.4.154:5140
奇台1,http://124.88.73.78:8901/udp/238.125.3.115:5140
且末1,http://124.88.73.78:8901/udp/238.125.3.241:5140
且末1,http://124.88.73.78:8901/udp/238.125.7.183:5140
且末2（维语）,http://124.88.73.78:8901/udp/238.125.3.242:5140
且末2（维语）,http://124.88.73.78:8901/udp/238.125.7.184:5140
青海卫视,http://124.88.73.78:8901/udp/238.125.4.39:5140
青河1HD,http://124.88.73.78:8901/udp/238.125.2.162:5140
青河2HD,http://124.88.73.78:8901/udp/238.125.2.161:5140
青河2HD,http://124.88.73.78:8901/udp/238.125.7.226:5140
青河2HD,http://124.88.73.78:8901/udp/238.125.7.227:5140
求索记录,http://124.88.73.78:8901/udp/238.125.2.198:5140
求索记录,http://124.88.73.78:8901/udp/238.125.5.108:5140
全纪实,http://124.88.73.78:8901/udp/238.125.1.30:5140
全纪实,http://124.88.73.78:8901/udp/238.125.4.52:5140
全纪实,http://124.88.73.78:8901/udp/238.125.5.30:5140
若羌电视台1,http://124.88.73.78:8901/udp/238.125.2.140:5140
若羌电视台1,http://124.88.73.78:8901/udp/238.125.7.173:5140
三沙高清,http://124.88.73.78:8901/udp/238.125.5.114:5140
三沙卫视,http://124.88.73.78:8901/udp/238.125.2.206:5140
三沙卫视,http://124.88.73.78:8901/udp/238.125.5.111:5140
沙湾1,http://124.88.73.78:8901/udp/238.125.3.32:5140
山东高清,http://124.88.73.78:8901/udp/238.125.1.11:5140
山东高清,http://124.88.73.78:8901/udp/238.125.5.11:5140
山东教育,http://124.88.73.78:8901/udp/238.125.4.156:5140
山东卫视,http://124.88.73.78:8901/udp/238.125.4.22:5140
山西卫视,http://124.88.73.78:8901/udp/238.125.4.33:5140
陕西高清,http://124.88.73.78:8901/udp/238.125.2.165:5140
陕西高清,http://124.88.73.78:8901/udp/238.125.5.121:5140
陕西卫视,http://124.88.73.78:8901/udp/238.125.4.135:5140
鄯善,http://124.88.73.78:8901/udp/238.125.3.23:5140
鄯善,http://124.88.73.78:8901/udp/238.125.7.23:5140
鄯善维语,http://124.88.73.78:8901/udp/238.125.3.24:5140
鄯善维语,http://124.88.73.78:8901/udp/238.125.7.24:5140
上海纪实HD,http://124.88.73.78:8901/udp/238.125.3.135:5140
上海纪实人文高清,http://124.88.73.78:8901/udp/238.125.5.72:5140
深圳高清,http://124.88.73.78:8901/udp/238.125.1.2:5140
深圳高清,http://124.88.73.78:8901/udp/238.125.5.2:5140
深圳卫视,http://124.88.73.78:8901/udp/238.125.4.42:5140
生活时尚,http://124.88.73.78:8901/udp/238.125.2.204:5140
生活时尚,http://124.88.73.78:8901/udp/238.125.5.113:5140
生态环境,http://124.88.73.78:8901/udp/238.125.2.175:5140
生态环境,http://124.88.73.78:8901/udp/238.125.4.74:5140
十二师1,http://124.88.73.78:8901/udp/238.125.7.114:5140
十二师1HD,http://124.88.73.78:8901/udp/238.125.2.212:5140
石河子8师1,http://124.88.73.78:8901/udp/238.125.3.143:5140
石河子8师2,http://124.88.73.78:8901/udp/238.125.3.144:5140
石河子8师3,http://124.88.73.78:8901/udp/238.125.3.145:5140
石河子8师4,http://124.88.73.78:8901/udp/238.125.3.146:5140
疏附1,http://124.88.73.78:8901/udp/238.125.2.185:5140
疏附1,http://124.88.73.78:8901/udp/238.125.7.216:5140
疏附2,http://124.88.73.78:8901/udp/238.125.2.184:5140
疏附2,http://124.88.73.78:8901/udp/238.125.7.217:5140
疏勒1HD,http://124.88.73.78:8901/udp/238.125.2.215:5140
疏勒1HD,http://124.88.73.78:8901/udp/238.125.7.208:5140
疏勒2HD,http://124.88.73.78:8901/udp/238.125.2.214:5140
疏勒2HD,http://124.88.73.78:8901/udp/238.125.7.209:5140
四川高清,http://124.88.73.78:8901/udp/238.125.1.62:5140
四川高清,http://124.88.73.78:8901/udp/238.125.5.62:5140
四川卫视,http://124.88.73.78:8901/udp/238.125.4.21:5140
四海钓鱼,http://124.88.73.78:8901/udp/238.125.2.172:5140
四海钓鱼,http://124.88.73.78:8901/udp/238.125.4.77:5140
塔城地区1,http://124.88.73.78:8901/udp/238.125.3.29:5140
塔城地区1,http://124.88.73.78:8901/udp/238.125.7.29:5140
塔城地区2,http://124.88.73.78:8901/udp/238.125.3.30:5140
塔城地区2,http://124.88.73.78:8901/udp/238.125.7.30:5140
塔城地区3,http://124.88.73.78:8901/udp/238.125.3.31:5140
塔城地区3,http://124.88.73.78:8901/udp/238.125.7.31:5140
塔城市,http://124.88.73.78:8901/udp/238.125.3.194:5140
塔城市,http://124.88.73.78:8901/udp/238.125.7.159:5140
塔城乌苏,http://124.88.73.78:8901/udp/238.125.2.194:5140
塔里木1HD,http://124.88.73.78:8901/udp/238.125.3.150:5140
塔里木1HD,http://124.88.73.78:8901/udp/238.125.7.120:5140
塔里木2HD,http://124.88.73.78:8901/udp/238.125.3.151:5140
塔里木2HD,http://124.88.73.78:8901/udp/238.125.7.121:5140
塔县1,http://124.88.73.78:8901/udp/238.125.3.252:5140
塔县1,http://124.88.73.78:8901/udp/238.125.7.188:5140
塔县2,http://124.88.73.78:8901/udp/238.125.2.247:5140
塔县2,http://124.88.73.78:8901/udp/238.125.7.195:5140
特克斯1,http://124.88.73.78:8901/udp/238.125.3.10:5140
特克斯1,http://124.88.73.78:8901/udp/238.125.7.199:5140
特克斯2,http://124.88.73.78:8901/udp/238.125.3.9:5140
特克斯2,http://124.88.73.78:8901/udp/238.125.7.198:5140
天津高清,http://124.88.73.78:8901/udp/238.125.1.13:5140
天津高清,http://124.88.73.78:8901/udp/238.125.5.13:5140
天津卫视,http://124.88.73.78:8901/udp/238.125.4.30:5140
天下收藏,http://124.88.73.78:8901/udp/238.125.2.174:5140
天下收藏,http://124.88.73.78:8901/udp/238.125.4.75:5140
天翼4K,http://124.88.73.78:8901/udp/238.125.2.143:5140
天翼4K,http://124.88.73.78:8901/udp/238.125.2.144:5140
天翼4K,http://124.88.73.78:8901/udp/238.125.5.92:5140
天翼4K,http://124.88.73.78:8901/udp/238.125.5.94:5140
图木舒克1HD,http://124.88.73.78:8901/udp/238.125.3.239:5140
图木舒克1HD,http://124.88.73.78:8901/udp/238.125.7.181:5140
图木舒克2HD,http://124.88.73.78:8901/udp/238.125.3.240:5140
图木舒克2HD,http://124.88.73.78:8901/udp/238.125.7.182:5140
吐鲁番2（维语）,http://124.88.73.78:8901/udp/238.125.3.18:5140
吐鲁番2（维语）,http://124.88.73.78:8901/udp/238.125.7.18:5140
吐鲁番2,http://124.88.73.78:8901/udp/238.125.3.20:5140
吐鲁番2,http://124.88.73.78:8901/udp/238.125.7.20:5140
吐鲁番3？,http://124.88.73.78:8901/udp/238.125.3.19:5140
吐鲁番3？,http://124.88.73.78:8901/udp/238.125.7.19:5140
吐鲁番远教HD,http://124.88.73.78:8901/udp/238.125.4.190:5140
吐鲁番综合,http://124.88.73.78:8901/udp/238.125.3.17:5140
吐鲁番综合,http://124.88.73.78:8901/udp/238.125.7.17:5140
托克逊,http://124.88.73.78:8901/udp/238.125.3.25:5140
托克逊,http://124.88.73.78:8901/udp/238.125.7.25:5140
托克逊维语,http://124.88.73.78:8901/udp/238.125.3.26:5140
托克逊维语,http://124.88.73.78:8901/udp/238.125.7.26:5140
托里1,http://124.88.73.78:8901/udp/238.125.2.213:5140
未接收到信号源,http://124.88.73.78:8901/udp/238.125.3.157:5140
未接收到信号源,http://124.88.73.78:8901/udp/238.125.3.167:5140
未接收到信号源,http://124.88.73.78:8901/udp/238.125.3.209:5140
未接收到信号源,http://124.88.73.78:8901/udp/238.125.5.89:5140
尉犁1,http://124.88.73.78:8901/udp/238.125.3.128:5140
尉犁1,http://124.88.73.78:8901/udp/238.125.7.70:5140
温泉县,http://124.88.73.78:8901/udp/238.125.3.148:5140
温宿1,http://124.88.73.78:8901/udp/238.125.3.195:5140
温宿1,http://124.88.73.78:8901/udp/238.125.7.162:5140
温宿2,http://124.88.73.78:8901/udp/238.125.3.196:5140
温宿2,http://124.88.73.78:8901/udp/238.125.7.163:5140
文物宝库,http://124.88.73.78:8901/udp/238.125.2.219:5140
文物宝库,http://124.88.73.78:8901/udp/238.125.4.106:5140
乌鲁木齐1高清,http://124.88.73.78:8901/udp/238.125.2.244:5140
乌鲁木齐1高清,http://124.88.73.78:8901/udp/238.125.7.200:5140
乌鲁木齐2高清,http://124.88.73.78:8901/udp/238.125.2.243:5140
乌鲁木齐2高清,http://124.88.73.78:8901/udp/238.125.7.201:5140
乌鲁木齐3高清,http://124.88.73.78:8901/udp/238.125.2.242:5140
乌鲁木齐3高清,http://124.88.73.78:8901/udp/238.125.7.202:5140
乌鲁木齐4高清,http://124.88.73.78:8901/udp/238.125.2.241:5140
乌鲁木齐4高清,http://124.88.73.78:8901/udp/238.125.7.203:5140
乌鲁木齐妇女儿童,http://124.88.73.78:8901/udp/238.125.2.239:5140
乌鲁木齐妇女儿童,http://124.88.73.78:8901/udp/238.125.7.205:5140
乌恰2,http://124.88.73.78:8901/udp/238.125.2.189:5140
乌什1,http://124.88.73.78:8901/udp/238.125.3.130:5140
乌什1,http://124.88.73.78:8901/udp/238.125.7.130:5140
乌什2,http://124.88.73.78:8901/udp/238.125.3.131:5140
乌什2,http://124.88.73.78:8901/udp/238.125.7.131:5140
五家渠广告HD,http://124.88.73.78:8901/udp/238.125.3.164:5140
五家渠广告HD,http://124.88.73.78:8901/udp/238.125.7.144:5140
五家渠经济生活HD,http://124.88.73.78:8901/udp/238.125.3.166:5140
五家渠经济生活HD,http://124.88.73.78:8901/udp/238.125.7.142:5140
五家渠新闻HD,http://124.88.73.78:8901/udp/238.125.3.165:5140
五家渠新闻HD,http://124.88.73.78:8901/udp/238.125.7.141:5140
武术世界,http://124.88.73.78:8901/udp/238.125.2.220:5140
武术世界,http://124.88.73.78:8901/udp/238.125.4.104:5140
西藏藏语,http://124.88.73.78:8901/udp/238.125.3.94:5140
西藏藏语,http://124.88.73.78:8901/udp/238.125.7.94:5140
西藏影视文化,http://124.88.73.78:8901/udp/238.125.4.43:5140
先锋乒羽,http://124.88.73.78:8901/udp/238.125.2.237:5140
先锋乒羽,http://124.88.73.78:8901/udp/238.125.5.102:5140
新疆教育电视台,http://124.88.73.78:8901/udp/238.125.2.8:5140
新疆教育电视台,http://124.88.73.78:8901/udp/238.125.6.8:5140
新疆卫视,http://124.88.73.78:8901/udp/238.125.7.145:5140
新视觉,http://124.88.73.78:8901/udp/238.125.1.34:5140
新源1,http://124.88.73.78:8901/udp/238.125.3.233:5140
新源1,http://124.88.73.78:8901/udp/238.125.7.179:5140
新源2（哈语）,http://124.88.73.78:8901/udp/238.125.3.232:5140
新源2（哈语）,http://124.88.73.78:8901/udp/238.125.7.178:5140
叶城1,http://124.88.73.78:8901/udp/238.125.2.253:5140
叶城1,http://124.88.73.78:8901/udp/238.125.6.169:5140
叶城2,http://124.88.73.78:8901/udp/238.125.2.252:5140
叶城2,http://124.88.73.78:8901/udp/238.125.6.170:5140
伊犁01HD,http://124.88.73.78:8901/udp/238.125.4.147:5140
伊犁02HD（哈语）,http://124.88.73.78:8901/udp/238.125.4.148:5140
伊犁03HD（维语）,http://124.88.73.78:8901/udp/238.125.4.149:5140
伊犁04HD,http://124.88.73.78:8901/udp/238.125.4.150:5140
伊宁维吾尔,http://124.88.73.78:8901/udp/238.125.3.187:5140
伊宁维吾尔,http://124.88.73.78:8901/udp/238.125.7.158:5140
伊宁县1HD,http://124.88.73.78:8901/udp/238.125.3.228:5140
伊宁县1HD,http://124.88.73.78:8901/udp/238.125.7.174:5140
伊宁县2（维语）HD,http://124.88.73.78:8901/udp/238.125.7.175:5140
伊宁县2HD（维语）,http://124.88.73.78:8901/udp/238.125.3.229:5140
伊宁新闻,http://124.88.73.78:8901/udp/238.125.3.186:5140
伊宁新闻,http://124.88.73.78:8901/udp/238.125.7.157:5140
伊吾1,http://124.88.73.78:8901/udp/238.125.2.246:5140
伊吾1,http://124.88.73.78:8901/udp/238.125.7.196:5140
英吉沙1,http://124.88.73.78:8901/udp/238.125.2.251:5140
英吉沙1,http://124.88.73.78:8901/udp/238.125.7.191:5140
英吉沙2,http://124.88.73.78:8901/udp/238.125.2.250:5140
英吉沙2HD,http://124.88.73.78:8901/udp/238.125.7.192:5140
优购物,http://124.88.73.78:8901/udp/238.125.4.184:5140
优漫卡通,http://124.88.73.78:8901/udp/238.125.4.159:5140
优优宝贝,http://124.88.73.78:8901/udp/238.125.2.177:5140
优优宝贝,http://124.88.73.78:8901/udp/238.125.4.72:5140
游戏风云,http://124.88.73.78:8901/udp/238.125.1.36:5140
游戏风云,http://124.88.73.78:8901/udp/238.125.4.58:5140
游戏风云,http://124.88.73.78:8901/udp/238.125.5.36:5140
于田1,http://124.88.73.78:8901/udp/238.125.2.225:5140
于田1,http://124.88.73.78:8901/udp/238.125.7.128:5140
于田2,http://124.88.73.78:8901/udp/238.125.2.224:5140
于田2,http://124.88.73.78:8901/udp/238.125.7.129:5140
裕民1,http://124.88.73.78:8901/udp/238.125.2.191:5140
岳普湖1,http://124.88.73.78:8901/udp/238.125.2.249:5140
